run,log_file,idx,vt_s,dt_s,action,channel,x,y,result
1,r01_20260912_222346.jsonl,54,1455.837,12.071,clear,3,719.226,-735.225,success
1,r01_20260912_222346.jsonl,55,1521.425,65.588,measure,2,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,56,1527.425,6.0,measure,1,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,57,1533.425,6.0,measure,5,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,58,1539.425,6.0,measure,7,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,59,1545.425,6.0,measure,9,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,60,1551.425,6.0,measure,10,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,61,1557.425,6.0,measure,11,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,62,1563.425,6.0,measure,12,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,63,1569.425,6.0,measure,13,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,64,1575.425,6.0,measure,14,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,65,1581.425,6.0,measure,16,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,66,1587.425,6.0,measure,17,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,67,1593.425,6.0,measure,19,575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,68,1828.425,235.0,measure,19,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,69,1834.425,6.0,measure,17,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,70,1840.425,6.0,measure,16,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,71,1846.425,6.0,measure,14,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,72,1852.425,6.0,measure,13,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,73,1858.425,6.0,measure,12,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,74,1864.425,6.0,measure,11,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,75,1870.425,6.0,measure,10,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,76,1876.425,6.0,measure,9,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,77,1882.425,6.0,measure,7,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,78,1888.425,6.0,measure,5,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,79,1894.425,6.0,measure,2,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,80,1900.425,6.0,measure,1,1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,81,2135.425,235.0,measure,1,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,82,2141.425,6.0,measure,2,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,83,2147.425,6.0,measure,5,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,84,2153.425,6.0,measure,7,575.0,995.929,direction
1,r01_20260912_222346.jsonl,85,2159.425,6.0,measure,9,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,86,2165.425,6.0,measure,10,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,87,2171.425,6.0,measure,11,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,88,2177.425,6.0,measure,12,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,89,2183.425,6.0,measure,13,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,90,2189.425,6.0,measure,14,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,91,2195.425,6.0,measure,16,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,92,2201.425,6.0,measure,17,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,93,2207.425,6.0,measure,19,575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,94,2213.425,6.0,measure,7,575.0,995.929,direction
1,r01_20260912_222346.jsonl,95,2288.425,75.0,measure,7,653.495,1337.013,direction
1,r01_20260912_222346.jsonl,96,2324.084,35.659,clear,7,791.634,1403.472,success
1,r01_20260912_222346.jsonl,97,2615.305,291.221,measure,5,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,98,2621.305,6.0,measure,9,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,99,2627.305,6.0,measure,10,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,100,2633.305,6.0,measure,11,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,101,2639.305,6.0,measure,2,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,102,2645.305,6.0,measure,12,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,103,2651.305,6.0,measure,1,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,104,2657.305,6.0,measure,13,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,105,2663.305,6.0,measure,14,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,106,2669.305,6.0,measure,16,-575.0,995.929,direction
1,r01_20260912_222346.jsonl,107,2675.305,6.0,measure,17,-575.0,995.929,no_signal
1,r01_20260912_222346.jsonl,108,2681.305,6.0,measure,19,-575.0,995.929,direction
1,r01_20260912_222346.jsonl,109,2687.305,6.0,measure,16,-575.0,995.929,direction
1,r01_20260912_222346.jsonl,110,2693.305,6.0,measure,19,-575.0,995.929,direction
1,r01_20260912_222346.jsonl,111,2768.305,75.0,measure,19,-840.785,1223.654,direction
1,r01_20260912_222346.jsonl,112,2798.316,30.011,clear,19,-717.36,1203.541,success
1,r01_20260912_222346.jsonl,113,2874.316,76.0,measure,16,-1011.36,1393.447,direction
1,r01_20260912_222346.jsonl,114,2908.065,33.749,clear,16,-880.819,1333.266,success
1,r01_20260912_222346.jsonl,115,3186.099,278.034,measure,17,-1150.0,0.0,direction
1,r01_20260912_222346.jsonl,116,3192.099,6.0,measure,14,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,117,3198.099,6.0,measure,13,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,118,3204.099,6.0,measure,12,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,119,3210.099,6.0,measure,11,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,120,3216.099,6.0,measure,10,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,121,3222.099,6.0,measure,9,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,122,3228.099,6.0,measure,5,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,123,3234.099,6.0,measure,2,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,124,3240.099,6.0,measure,1,-1150.0,0.0,no_signal
1,r01_20260912_222346.jsonl,125,3246.099,6.0,measure,17,-1150.0,0.0,direction
1,r01_20260912_222346.jsonl,126,3321.099,75.0,measure,17,-1141.815,-349.904,direction
1,r01_20260912_222346.jsonl,127,3366.279,45.181,measure,17,-1257.737,-513.991,direction
1,r01_20260912_222346.jsonl,128,3397.241,30.961,measure,17,-1272.603,-642.944,direction
1,r01_20260912_222346.jsonl,129,3426.241,29.0,measure,17,-1331.552,-747.467,direction
1,r01_20260912_222346.jsonl,130,3455.241,29.0,measure,17,-1352.691,-865.59,direction
1,r01_20260912_222346.jsonl,131,3478.256,23.016,clear,17,-1392.666,-946.312,success
1,r01_20260912_222346.jsonl,132,3648.09,169.834,measure,14,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,133,3654.09,6.0,measure,13,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,134,3660.09,6.0,measure,12,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,135,3666.09,6.0,measure,11,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,136,3672.09,6.0,measure,10,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,137,3678.09,6.0,measure,9,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,138,3684.09,6.0,measure,5,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,139,3690.09,6.0,measure,2,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,140,3696.09,6.0,measure,1,-575.0,-995.929,no_signal
1,r01_20260912_222346.jsonl,141,3696.09,0.0,exit,,,,
1,r01_20260912_232816.jsonl,0,0.0,0.0,enter,,,,
1,r01_20260912_232816.jsonl,1,5.0,5.0,measure,1,0.0,0.0,direction
1,r01_20260912_232816.jsonl,2,11.0,6.0,measure,2,0.0,0.0,direction
1,r01_20260912_232816.jsonl,3,17.0,6.0,measure,3,0.0,0.0,direction
1,r01_20260912_232816.jsonl,4,23.0,6.0,measure,4,0.0,0.0,direction
1,r01_20260912_232816.jsonl,5,29.0,6.0,measure,5,0.0,0.0,direction
1,r01_20260912_232816.jsonl,6,35.0,6.0,measure,6,0.0,0.0,direction
1,r01_20260912_232816.jsonl,7,41.0,6.0,measure,7,0.0,0.0,direction
1,r01_20260912_232816.jsonl,8,47.0,6.0,measure,8,0.0,0.0,direction
1,r01_20260912_232816.jsonl,9,53.0,6.0,measure,9,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,10,59.0,6.0,measure,10,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,11,65.0,6.0,measure,11,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,12,71.0,6.0,measure,12,0.0,0.0,direction
1,r01_20260912_232816.jsonl,13,77.0,6.0,measure,13,0.0,0.0,direction
1,r01_20260912_232816.jsonl,14,83.0,6.0,measure,14,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,15,89.0,6.0,measure,15,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,16,95.0,6.0,measure,16,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,17,101.0,6.0,measure,17,0.0,0.0,direction
1,r01_20260912_232816.jsonl,18,107.0,6.0,measure,18,0.0,0.0,direction
1,r01_20260912_232816.jsonl,19,113.0,6.0,measure,19,0.0,0.0,direction
1,r01_20260912_232816.jsonl,20,119.0,6.0,measure,20,0.0,0.0,no_signal
1,r01_20260912_232816.jsonl,21,195.0,76.0,measure,17,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,22,201.0,6.0,measure,1,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,23,207.0,6.0,measure,2,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,24,213.0,6.0,measure,3,-302.25,176.479,no_signal
1,r01_20260912_232816.jsonl,25,219.0,6.0,measure,4,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,26,225.0,6.0,measure,5,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,27,231.0,6.0,measure,6,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,28,237.0,6.0,measure,7,-302.25,176.479,no_signal
1,r01_20260912_232816.jsonl,29,243.0,6.0,measure,8,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,30,249.0,6.0,measure,12,-302.25,176.479,no_signal
1,r01_20260912_232816.jsonl,31,255.0,6.0,measure,13,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,32,261.0,6.0,measure,18,-302.25,176.479,no_signal
1,r01_20260912_232816.jsonl,33,267.0,6.0,measure,19,-302.25,176.479,direction
1,r01_20260912_232816.jsonl,34,308.67,41.67,measure,17,-369.003,341.864,direction
1,r01_20260912_232816.jsonl,35,314.67,6.0,measure,3,-369.003,341.864,no_signal
1,r01_20260912_232816.jsonl,36,320.67,6.0,measure,7,-369.003,341.864,no_signal
1,r01_20260912_232816.jsonl,37,326.67,6.0,measure,12,-369.003,341.864,no_signal
1,r01_20260912_232816.jsonl,38,332.67,6.0,measure,18,-369.003,341.864,no_signal
1,r01_20260912_232816.jsonl,39,362.67,30.0,measure,17,-461.789,417.961,direction
1,r01_20260912_232816.jsonl,40,391.67,29.0,measure,17,-517.092,524.458,direction
1,r01_20260912_232816.jsonl,41,420.67,29.0,measure,17,-607.255,603.646,direction
1,r01_20260912_232816.jsonl,42,430.604,9.934,clear,17,-583.594,596.658,success
1,r01_20260912_232816.jsonl,43,490.776,60.172,measure,1,-356.163,743.767,direction
1,r01_20260912_232816.jsonl,44,496.776,6.0,measure,3,-356.163,743.767,no_signal
1,r01_20260912_232816.jsonl,45,502.776,6.0,measure,7,-356.163,743.767,no_signal
1,r01_20260912_232816.jsonl,46,508.776,6.0,measure,12,-356.163,743.767,no_signal
1,r01_20260912_232816.jsonl,47,514.776,6.0,measure,18,-356.163,743.767,no_signal
1,r01_20260912_232816.jsonl,48,625.656,110.88,clear,1,160.234,860.37,success
1,r01_20260912_232816.jsonl,49,701.656,76.0,measure,6,276.591,530.277,direction
1,r01_20260912_232816.jsonl,50,707.656,6.0,measure,3,276.591,530.277,no_signal
1,r01_20260912_232816.jsonl,51,713.656,6.0,measure,7,276.591,530.277,no_signal
1,r01_20260912_232816.jsonl,52,719.656,6.0,measure,12,276.591,530.277,no_signal
1,r01_20260912_232816.jsonl,53,725.656,6.0,measure,18,276.591,530.277,no_signal
1,r01_20260912_232816.jsonl,54,918.497,192.841,clear,6,270.968,-408.911,success
1,r01_20260912_232816.jsonl,55,948.497,30.0,measure,4,350.739,-319.264,direction
1,r01_20260912_232816.jsonl,56,954.497,6.0,measure,3,350.739,-319.264,direction
1,r01_20260912_232816.jsonl,57,960.497,6.0,measure,7,350.739,-319.264,direction
1,r01_20260912_232816.jsonl,58,966.497,6.0,measure,12,350.739,-319.264,direction
1,r01_20260912_232816.jsonl,59,972.497,6.0,measure,18,350.739,-319.264,direction
1,r01_20260912_232816.jsonl,60,1012.704,40.207,measure,4,515.166,-366.344,direction
1,r01_20260912_232816.jsonl,61,1082.852,70.148,clear,4,840.274,-346.032,success
1,r01_20260912_232816.jsonl,62,1125.454,42.602,measure,18,733.38,-494.577,direction
1,r01_20260912_232816.jsonl,63,1202.198,76.744,clear,18,446.587,-710.054,success
1,r01_20260912_232816.jsonl,64,1251.123,48.925,measure,7,280.688,-846.222,direction
1,r01_20260912_232816.jsonl,65,1338.972,87.849,clear,7,-113.455,-973.704,success
1,r01_20260912_232816.jsonl,66,1382.177,43.204,measure,12,-258.08,-1090.699,direction
1,r01_20260912_232816.jsonl,67,1448.995,66.818,clear,12,-563.651,-1137.223,success
1,r01_20260912_232816.jsonl,68,1524.995,76.0,measure,3,-294.048,-914.032,direction
1,r01_20260912_232816.jsonl,69,1693.154,168.159,clear,3,492.833,-698.77,success
1,r01_20260912_232816.jsonl,70,1870.931,177.776,clear,8,-283.77,-320.378,success
1,r01_20260912_232816.jsonl,71,1946.931,76.0,measure,19,-419.879,2.073,direction
1,r01_20260912_232816.jsonl,72,1998.121,51.191,measure,19,-368.324,227.199,direction
1,r01_20260912_232816.jsonl,73,2033.502,35.381,measure,19,-410.052,373.258,direction
1,r01_20260912_232816.jsonl,74,2095.102,61.6,clear,19,-410.458,656.26,success
1,r01_20260912_232816.jsonl,75,2157.164,62.062,measure,13,-358.001,931.617,direction
1,r01_20260912_232816.jsonl,76,2255.795,98.631,clear,13,-65.16,1296.876,success
1,r01_20260912_232816.jsonl,77,2322.259,66.463,measure,2,179.582,1119.402,direction
1,r01_20260912_232816.jsonl,78,2441.269,119.011,clear,2,520.917,662.838,success
1,r01_20260912_232816.jsonl,79,2517.269,76.0,measure,5,197.216,529.73,no_signal
1,r01_20260912_232816.jsonl,80,2592.269,75.0,measure,5,-148.687,583.126,direction
1,r01_20260912_232816.jsonl,81,2765.482,173.212,clear,5,-957.114,351.117,success
1,r01_20260912_232816.jsonl,82,2851.603,86.122,measure,9,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,83,2857.603,6.0,measure,10,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,84,2863.603,6.0,measure,11,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,85,2869.603,6.0,measure,14,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,86,2875.603,6.0,measure,15,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,87,2881.603,6.0,measure,16,-1150.0,0.0,direction
1,r01_20260912_232816.jsonl,88,2887.603,6.0,measure,20,-1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,89,2893.603,6.0,measure,16,-1150.0,0.0,direction
1,r01_20260912_232816.jsonl,90,2968.604,75.0,measure,16,-1064.202,-339.321,direction
1,r01_20260912_232816.jsonl,91,3009.621,41.018,measure,16,-1135.868,-504.536,direction
1,r01_20260912_232816.jsonl,92,3038.621,29.0,measure,16,-1124.611,-624.007,direction
1,r01_20260912_232816.jsonl,93,3067.621,29.0,measure,16,-1162.192,-737.97,direction
1,r01_20260912_232816.jsonl,94,3096.104,28.482,clear,16,-1170.182,-855.11,success
1,r01_20260912_232816.jsonl,95,3224.426,128.323,measure,15,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,96,3230.426,6.0,measure,14,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,97,3236.426,6.0,measure,20,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,98,3242.426,6.0,measure,11,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,99,3248.426,6.0,measure,10,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,100,3254.426,6.0,measure,9,-575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,101,3489.426,235.0,measure,9,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,102,3495.426,6.0,measure,10,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,103,3501.426,6.0,measure,11,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,104,3507.426,6.0,measure,14,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,105,3513.426,6.0,measure,15,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,106,3519.426,6.0,measure,20,575.0,-995.929,no_signal
1,r01_20260912_232816.jsonl,107,3754.426,235.0,measure,20,1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,108,3760.426,6.0,measure,15,1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,109,3766.426,6.0,measure,14,1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,110,3772.426,6.0,measure,11,1150.0,0.0,direction
1,r01_20260912_232816.jsonl,111,3778.426,6.0,measure,10,1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,112,3784.426,6.0,measure,9,1150.0,0.0,no_signal
1,r01_20260912_232816.jsonl,113,3790.426,6.0,measure,11,1150.0,0.0,direction
1,r01_20260912_232816.jsonl,114,3865.426,75.0,measure,11,1296.142,318.029,direction
1,r01_20260912_232816.jsonl,115,3895.382,29.956,measure,11,1410.915,366.984,direction
1,r01_20260912_232816.jsonl,116,3924.382,29.0,measure,11,1484.741,461.587,direction
1,r01_20260912_232816.jsonl,117,3957.594,33.212,clear,11,1602.706,538.93,success
1,r01_20260912_232816.jsonl,118,4188.541,230.947,measure,10,575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,119,4194.541,6.0,measure,9,575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,120,4200.541,6.0,measure,14,575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,121,4206.541,6.0,measure,15,575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,122,4212.541,6.0,measure,20,575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,123,4447.541,235.0,measure,20,-575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,124,4453.541,6.0,measure,15,-575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,125,4459.541,6.0,measure,14,-575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,126,4465.541,6.0,measure,10,-575.0,995.929,no_signal
1,r01_20260912_232816.jsonl,127,4471.541,6.0,measure,9,-575.0,995.929,direction
1,r01_20260912_232816.jsonl,128,4476.541,5.0,measure,9,-575.0,995.929,direction
1,r01_20260912_232816.jsonl,129,4551.541,75.0,measure,9,-856.894,1203.38,direction
1,r01_20260912_232816.jsonl,130,4598.688,47.148,clear,9,-667.427,1111.113,success
1,r01_20260912_232816.jsonl,131,4598.688,0.0,exit,,,,
2,r02_20260912_222353.jsonl,0,0.0,0.0,enter,,,,
2,r02_20260912_222353.jsonl,1,5.0,5.0,measure,1,0.0,0.0,direction
2,r02_20260912_222353.jsonl,2,11.0,6.0,measure,2,0.0,0.0,direction
2,r02_20260912_222353.jsonl,3,17.0,6.0,measure,3,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,4,23.0,6.0,measure,4,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,5,29.0,6.0,measure,5,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,6,35.0,6.0,measure,6,0.0,0.0,direction
2,r02_20260912_222353.jsonl,7,41.0,6.0,measure,7,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,8,47.0,6.0,measure,8,0.0,0.0,direction
2,r02_20260912_222353.jsonl,9,53.0,6.0,measure,9,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,10,59.0,6.0,measure,10,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,11,65.0,6.0,measure,11,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,12,71.0,6.0,measure,12,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,13,77.0,6.0,measure,13,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,14,83.0,6.0,measure,14,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,15,89.0,6.0,measure,15,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,16,95.0,6.0,measure,16,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,17,101.0,6.0,measure,17,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,18,107.0,6.0,measure,18,0.0,0.0,direction
2,r02_20260912_222353.jsonl,19,113.0,6.0,measure,19,0.0,0.0,direction
2,r02_20260912_222353.jsonl,20,119.0,6.0,measure,20,0.0,0.0,no_signal
2,r02_20260912_222353.jsonl,21,195.0,76.0,measure,1,-349.846,10.383,direction
2,r02_20260912_222353.jsonl,22,201.0,6.0,measure,2,-349.846,10.383,direction
2,r02_20260912_222353.jsonl,23,207.0,6.0,measure,6,-349.846,10.383,direction
2,r02_20260912_222353.jsonl,24,213.0,6.0,measure,8,-349.846,10.383,direction
2,r02_20260912_222353.jsonl,25,219.0,6.0,measure,18,-349.846,10.383,no_signal
2,r02_20260912_222353.jsonl,26,225.0,6.0,measure,19,-349.846,10.383,direction
2,r02_20260912_222353.jsonl,27,255.0,30.0,measure,1,-432.053,97.802,direction
2,r02_20260912_222353.jsonl,28,261.0,6.0,measure,18,-432.053,97.802,no_signal
2,r02_20260912_222353.jsonl,29,291.0,30.0,measure,1,-547.514,130.494,direction
2,r02_20260912_222353.jsonl,30,306.805,15.805,clear,1,-584.895,169.496,success
2,r02_20260912_222353.jsonl,31,373.483,66.678,clear,19,-309.952,309.178,success
2,r02_20260912_222353.jsonl,32,417.412,43.929,measure,6,-431.995,454.335,direction
2,r02_20260912_222353.jsonl,33,423.412,6.0,measure,18,-431.995,454.335,no_signal
2,r02_20260912_222353.jsonl,34,455.159,31.747,measure,6,-443.651,582.543,direction
2,r02_20260912_222353.jsonl,35,461.159,6.0,measure,18,-443.651,582.543,no_signal
2,r02_20260912_222353.jsonl,36,491.159,30.0,measure,6,-511.666,681.406,direction
2,r02_20260912_222353.jsonl,37,518.568,27.409,clear,6,-544.904,798.838,no_target_in_range
2,r02_20260912_222353.jsonl,38,526.712,8.144,clear,6,-519.577,803.316,no_target_in_range
2,r02_20260912_222353.jsonl,39,536.783,10.071,clear,6,-544.577,828.316,no_target_in_range
2,r02_20260912_222353.jsonl,40,546.854,10.071,clear,6,-569.577,803.316,no_target_in_range
2,r02_20260912_222353.jsonl,41,558.925,12.071,clear,6,-544.577,778.316,success
2,r02_20260912_222353.jsonl,42,634.925,76.0,measure,18,-327.558,1052.912,no_signal
2,r02_20260912_222353.jsonl,43,709.925,75.0,measure,18,-2.316,1182.21,direction
2,r02_20260912_222353.jsonl,44,907.848,197.922,clear,18,699.923,520.896,success
2,r02_20260912_222353.jsonl,45,983.848,76.0,measure,8,484.219,245.266,no_signal
2,r02_20260912_222353.jsonl,46,1058.848,75.0,measure,8,157.314,120.233,direction
2,r02_20260912_222353.jsonl,47,1133.848,75.0,measure,8,-76.637,-140.088,direction
2,r02_20260912_222353.jsonl,48,1197.97,64.122,measure,8,-341.068,-272.234,direction
2,r02_20260912_222353.jsonl,49,1241.75,43.78,measure,8,-482.626,-404.739,direction
2,r02_20260912_222353.jsonl,50,1271.816,30.066,measure,8,-590.844,-467.961,direction
2,r02_20260912_222353.jsonl,51,1323.783,51.967,measure,8,-743.371,-646.521,direction
2,r02_20260912_222353.jsonl,52,1341.067,17.284,clear,8,-745.503,-585.138,success
2,r02_20260912_222353.jsonl,53,1371.067,30.0,measure,2,-648.837,-656.242,near
2,r02_20260912_222353.jsonl,54,1376.067,5.0,clear,2,-648.837,-656.242,success
2,r02_20260912_222353.jsonl,55,1379.067,3.0,clear,2,-648.837,-656.242,no_target_in_range
2,r02_20260912_222353.jsonl,56,1454.591,75.524,measure,3,-575.0,-995.929,direction
2,r02_20260912_222353.jsonl,57,1460.591,6.0,measure,4,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,58,1466.591,6.0,measure,5,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,59,1472.591,6.0,measure,7,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,60,1478.591,6.0,measure,9,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,61,1484.591,6.0,measure,10,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,62,1490.591,6.0,measure,11,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,63,1496.591,6.0,measure,12,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,64,1502.591,6.0,measure,13,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,65,1508.591,6.0,measure,14,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,66,1514.591,6.0,measure,15,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,67,1520.591,6.0,measure,16,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,68,1526.591,6.0,measure,17,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,69,1532.591,6.0,measure,20,-575.0,-995.929,no_signal
2,r02_20260912_222353.jsonl,70,1538.591,6.0,measure,3,-575.0,-995.929,direction
2,r02_20260912_222353.jsonl,71,1613.591,75.0,measure,3,-924.069,-1021.441,direction
2,r02_20260912_222353.jsonl,72,1649.887,36.296,measure,3,-1052.234,-931.666,direction
2,r02_20260912_222353.jsonl,73,1678.887,29.0,measure,3,-1171.633,-919.669,direction
2,r02_20260912_222353.jsonl,74,1707.887,29.0,measure,3,-1275.058,-858.815,direction
2,r02_20260912_222353.jsonl,75,1716.916,9.028,clear,3,-1293.7,-866.442,success
2,r02_20260912_222353.jsonl,76,1898.571,181.656,measure,4,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,77,1904.571,6.0,measure,5,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,78,1910.571,6.0,measure,7,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,79,1916.571,6.0,measure,9,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,80,1922.571,6.0,measure,10,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,81,1928.571,6.0,measure,11,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,82,1934.571,6.0,measure,12,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,83,1940.571,6.0,measure,13,-1150.0,0.0,no_signal
2,r02_20260912_222353.jsonl,84,1946.571,6.0,measure,14,-1150.0,0.0,no_signal
